Folder,Filename,Path,Description,Error
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_31_bottom.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_31_bottom.jpg,"a dark tunnel with a brick wall and a wooden beam at the top. The walls are made of stone and the beam is made of wood, giving the tunnel a rustic and aged look.",
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_27_top.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_27_top.jpg,"a brick wall with a small window in the middle of it. The wall is made up of cobblestones, and the window is framed by a white border. The window is slightly ajar, giving a glimpse of the outside world.",
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_45_top.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_45_top.jpg,"a close up of a concrete wall with a small hole in it, which appears to be a drainage system. The wall is covered in dirt and grime, indicating that it has been exposed to the elements for some time.",
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_41_bottom.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_41_bottom.jpg,"a man standing in the middle of a flooded tunnel, holding an object in his hand. The water is visible at the bottom of the image, and there is a wall on the right side.",
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_51_bottom.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_51_bottom.jpg,"a tunnel with a set of stairs leading up to the top of it. The walls of the tunnel are visible, as well as a few pipes running along the sides. The stairs are made of stone and lead up to a higher level.",
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_24_bottom.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_24_bottom.jpg,"a brick wall with a hole in it and water at the bottom. The wall is made of bricks and has a rough texture, with some of the bricks having a slightly darker hue than others. The water is still and reflects the light, creating a tranquil atmosphere.",
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_23_bottom.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_23_bottom.jpg,"a large rock formation in the middle of a body of water, with the surface of the water reflecting the light and creating a shimmering effect. The rock is surrounded by a vast expanse of blue-green water, and the sun is shining down on it, creating a peaceful and tranquil atmosphere.",
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_25_bottom.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_25_bottom.jpg,"a brick wall with a black and white photo of a man standing in front of it. The wall is made up of bricks of various sizes and colors, and the man is wearing a white shirt and dark trousers. He has a serious expression on his face, and his hands are clasped together in a gesture of contemplation.",
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_20_top.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_20_top.jpg,"a stone wall with a small hole in the middle of it, surrounded by water at the bottom. The wall appears to be a cistern, with a rectangular shape and a flat top. The water is a deep blue color, and the stone is a light gray.",
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_39_top.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_39_top.jpg,"a concrete wall with a small amount of water coming out of it, and at the top of the image there are a few pillars.",
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_36_top.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_36_top.jpg,"an old photo of a tunnel with a ladder in the middle of it. The walls of the tunnel are visible, and the ceiling is visible at the top of the image.",
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_11_top.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_11_top.jpg,"a person standing in a dark tunnel with a light at the end of it, illuminated by a white object on the left side. The water is visible at the bottom of the image, and there are a few objects scattered around the tunnel.",
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_28_bottom.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_28_bottom.jpg,"a small stream running under a bridge at night, with a rock in the middle of the water and a wall on the left side.",
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_42_top.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_42_top.jpg,"a tunnel with a pipe running through it, surrounded by water. On the left side of the tunnel, there are a few objects visible.",
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_24_top.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_24_top.jpg,"a stone wall with a small hole in it, and at the bottom of the image there is a body of water. The wall appears to be a culvert, with a curved top and a flat bottom. The water is a deep blue color, and the stone is a light gray.",
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_29_top.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_29_top.jpg,a close up of a metal hook on a piece of wood. The hook is silver in color and has a curved shape with a pointed end. It is attached to the wood with a thin metal band.,
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_50_bottom.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_50_bottom.jpg,"a concrete wall with a small stream running through it, creating a drainage ditch. The water is visible in the center of the image, and the wall is made of concrete.",
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_11_bottom.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_11_bottom.jpg,"a person holding a pipe in a dark tunnel, with water at the bottom and a pile of trash in the middle.",
T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte,page_49_bottom.jpg,T12 Novembre A France/doubles_images_pages/split_images/image_sans_texte/page_49_bottom.jpg,"a man standing in front of a door with a cup on it, holding an object in his hand. On the right side of the image, there is a wall with a few objects on it.",
T10 V Hugo Tour de Varan/une_image_page/image_sans_texte,page_27.jpg,T10 V Hugo Tour de Varan/une_image_page/image_sans_texte/page_27.jpg,"a man walking through a tunnel with a stick in his hand, surrounded by stones and water.",
T10 V Hugo Tour de Varan/une_image_page/image_sans_texte,page_31.jpg,T10 V Hugo Tour de Varan/une_image_page/image_sans_texte/page_31.jpg,"a close up of a stone wall with a small hole in it. The wall is made up of various shades of grey and brown, and there are a few white objects scattered around the hole.",
T10 V Hugo Tour de Varan/une_image_page/image_sans_texte,page_20.jpg,T10 V Hugo Tour de Varan/une_image_page/image_sans_texte/page_20.jpg,"a man in a hard hat standing in front of a stone wall, holding an object in his hand. At the bottom of the image, there is text.",
T10 V Hugo Tour de Varan/une_image_page/image_sans_texte,page_37.jpg,T10 V Hugo Tour de Varan/une_image_page/image_sans_texte/page_37.jpg,"a large rock in the middle of a dark room, surrounded by a few other rocks and debris.",
T10 V Hugo Tour de Varan/une_image_page/image_sans_texte,page_32.jpg,T10 V Hugo Tour de Varan/une_image_page/image_sans_texte/page_32.jpg,"a brick wall with a small hole in the middle of it, surrounded by water. The wall appears to be part of a millwork, with intricate details and a rustic look. The water around the hole is still and calm, reflecting the light from the millwork.",
T10 V Hugo Tour de Varan/une_image_page/image_sans_texte,page_17.jpg,T10 V Hugo Tour de Varan/une_image_page/image_sans_texte/page_17.jpg,"a stone wall with a small stream running through it, surrounded by stones at the bottom. The water is visible beneath the wall, creating a peaceful atmosphere.",
T10 V Hugo Tour de Varan/une_image_page/image_sans_texte,page_23.jpg,T10 V Hugo Tour de Varan/une_image_page/image_sans_texte/page_23.jpg,"a stone tunnel with a small stream running through it, surrounded by rocks and water. At the bottom of the image, there is text.",
T10 V Hugo Tour de Varan/une_image_page/image_sans_texte,page_30.jpg,T10 V Hugo Tour de Varan/une_image_page/image_sans_texte/page_30.jpg,"a man standing in front of a stone wall with a hole in it, which appears to be a drainage ditch. On the right side of the image, there is a railing, and at the bottom, there are some objects on the ground.",
T10 V Hugo Tour de Varan/une_image_page/image_sans_texte,page_22.jpg,T10 V Hugo Tour de Varan/une_image_page/image_sans_texte/page_22.jpg,"a stone wall with a small hole in it, which appears to be a bomb shelter. The wall is made of stone and has a textured surface, with a few cracks and crevices visible. The door is slightly ajar, revealing a glimpse of the inside of the bunker.",
T10 V Hugo Tour de Varan/une_image_page/image_sans_texte,page_33.jpg,T10 V Hugo Tour de Varan/une_image_page/image_sans_texte/page_33.jpg,"an old photo of a boat in the water with a wall in the background. At the bottom of the image, there are rocks and debris scattered around the boat.",
T10 V Hugo Tour de Varan/une_image_page/image_sans_texte,page_28.jpg,T10 V Hugo Tour de Varan/une_image_page/image_sans_texte/page_28.jpg,"a black and white photo of a street in a small town, with a number of buildings on either side. The sky is visible in the background, and there is something written at the bottom of the picture.",
T10 V Hugo Tour de Varan/une_image_page/image_sans_texte,page_16.jpg,T10 V Hugo Tour de Varan/une_image_page/image_sans_texte/page_16.jpg,a man standing in front of a stone wall with a clock on it. He is wearing a cap and there is text at the bottom of the image.,
T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte,page_21_top.jpg,T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte/page_21_top.jpg,"a close up of a stone wall with a hole in it. The wall is made up of many stones arranged in a pattern, and the hole in the center of the wall is clearly visible.",
T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte,page_19_bottom.jpg,T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte/page_19_bottom.jpg,a dark tunnel with a light at the end of it. The walls of the tunnel are made of stone and there is a metal object hanging from the ceiling.,
T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte,page_15_top.jpg,T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte/page_15_top.jpg,"a close up of a stone wall with a crack running through it. The wall is made up of various shades of grey and brown stones, and the crack is visible in the center of the wall.",
T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte,page_8_top.jpg,T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte/page_8_top.jpg,"a large rock in the middle of a body of water, surrounded by a few other rocks. The water is still and clear, reflecting the sky above.",
T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte,page_25_top.jpg,T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte/page_25_top.jpg,"a close up of a stone wall with a crack running through it. The wall is made up of various shades of grey and white stones, and the crack is visible in the center of the wall.",
T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte,page_7_top.jpg,T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte/page_7_top.jpg,"a tunnel with a small stream running through it, surrounded by rocks and water. At the bottom of the image, there is text.",
T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte,page_34_bottom.jpg,T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte/page_34_bottom.jpg,"a brick wall with graffiti on it next to a body of water, and at the bottom of the image there is some text.",
T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte,page_19_top.jpg,T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte/page_19_top.jpg,"a brick wall with a small hole in it, likely caused by a mortise joint. The wall is made of bricks and has a rough texture, with some of the bricks having a slightly rough surface. The hole in the wall is small and jagged, with a few cracks and crevices visible.",
T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte,page_18_bottom.jpg,T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte/page_18_bottom.jpg,"a close up of a brick wall with a hole in it, which appears to be a vault. The wall is made of stone and has a rough, uneven texture. The hole in the wall is clearly visible, and the light from the window casts a warm glow on the wall.",
T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte,page_15_bottom.jpg,T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte/page_15_bottom.jpg,"a close up of a brick wall with a small hole in it, surrounded by stones on the ground.",
T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte,page_26_bottom.jpg,T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte/page_26_bottom.jpg,"a group of three men standing next to each other near a stream, each holding a stick in their hands. The stream is surrounded by rocks and there is a wall on the right side of the image.",
T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte,page_8_bottom.jpg,T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte/page_8_bottom.jpg,"a large rock in the middle of a body of water with a pile of trash on top of it, surrounded by water and rocks. The background is dark, giving the image a mysterious atmosphere.",
T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte,page_9_bottom.jpg,T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte/page_9_bottom.jpg,"a brick wall with a painting of a man's face on it, and a stick sticking out of the wall.",
T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte,page_38_bottom.jpg,T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte/page_38_bottom.jpg,"a stone bridge spanning a body of water, with a brick wall in the background. The bridge appears to be made of stone, and the water is still and calm, reflecting the light from the bridge.",
T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte,page_10_bottom.jpg,T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte/page_10_bottom.jpg,"an old photo of a tunnel with a lot of debris on the ground, including wooden sticks and other objects. At the bottom of the image, there is some text.",
T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte,page_18_top.jpg,T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte/page_18_top.jpg,"a stone wall with a metal object hanging from the ceiling. The metal object appears to be a ladder, suggesting that the wall is part of a larger structure.",
T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte,page_29_bottom.jpg,T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte/page_29_bottom.jpg,"a man in a blue jacket and hat standing next to a body of water, holding a stick in his hand. On the right side of the image there is a wall, and on the ground there are some objects.",
T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte,page_36_bottom.jpg,T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte/page_36_bottom.jpg,"a man in a blue jacket standing next to a pile of trash, holding a stick in his hand. On the right side of the image, there is another person visible.",
T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte,page_7_bottom.jpg,T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte/page_7_bottom.jpg,"a small stream running through a stone wall, with water flowing through it. On the right side of the image, there is a wall with some objects hanging from it.",
T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte,page_6_bottom.jpg,T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte/page_6_bottom.jpg,"a man standing in the middle of a mineshaft, surrounded by rocks and water. He is wearing a helmet and holding something in his hand.",
T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte,page_26_top.jpg,T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte/page_26_top.jpg,"a man in a hard hat and overalls standing next to a stone wall, holding an object in his hand. He appears to be a coal miner, wearing a helmet and protective gear.",
T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte,page_21_bottom.jpg,T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte/page_21_bottom.jpg,"a close up of a stone wall with a lot of dirt on it. The wall is made up of many stones arranged in a pattern, and the dirt is visible on the surface of the stones.",
T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte,page_34_top.jpg,T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte/page_34_top.jpg,"a close up of a rock wall with a black background. The rock is rough and uneven, with some areas appearing darker and others lighter. The texture of the rock is visible, with cracks and crevices running through it.",
T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte,page_39_bottom.jpg,T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte/page_39_bottom.jpg,"a tunnel with a small pool of water in the middle of it. The walls of the tunnel are made of stone and there are a few rocks scattered around the pool. The water is still and clear, reflecting the light from the sun.",
T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte,page_10_top.jpg,T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte/page_10_top.jpg,"a tunnel with a brick wall and a small stream running through it. At the bottom of the image, there is a body of water, and on the left side of the picture, there are some objects.",
T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte,page_14_top.jpg,T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte/page_14_top.jpg,"a man standing in the middle of a tunnel, holding a stick in his hand. The tunnel is surrounded by water and there are various objects scattered around him.",
T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte,page_9_top.jpg,T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte/page_9_top.jpg,"a man standing in a tunnel with a stick in his hand, surrounded by rocks and water.",
T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte,page_14_bottom.jpg,T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte/page_14_bottom.jpg,"a pile of trash with a sign that reads ""Fast Food Midi Express"" on it, along with a few sticks and other objects scattered on the ground.",
T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte,page_24_bottom.jpg,T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte/page_24_bottom.jpg,"a close up of a stone wall with a small hole in it. The wall is made up of stones of various sizes and colors, and the hole in the wall is clearly visible.",
T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte,page_25_bottom.jpg,T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte/page_25_bottom.jpg,"a man walking through a tunnel with a stick in his hand, surrounded by water and stones.",
T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte,page_39_top.jpg,T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte/page_39_top.jpg,"a tunnel with a small pool of water in the middle of it. The walls of the tunnel are made of stone and the water is still and clear, reflecting the light from the sun.",
T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte,page_6_top.jpg,T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte/page_6_top.jpg,"a man standing in the middle of a mineshaft, holding a stick in his hand. The tunnel is filled with rocks and water, and there are various objects scattered around the area.",
T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte,page_36_top.jpg,T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte/page_36_top.jpg,"a man standing in the middle of a tunnel, holding a stick in his hand. He is wearing a blue jacket and pants, and the walls of the tunnel are made of stone.",
T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte,page_11_top.jpg,T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte/page_11_top.jpg,"a man wearing a helmet and gloves, holding a stick, standing in a tunnel with rocks at the bottom.",
T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte,page_24_top.jpg,T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte/page_24_top.jpg,"a close up of a stone wall with a white background. The wall is composed of a variety of colors, ranging from light to dark shades of grey and brown. The texture of the wall is rough and uneven, with some areas appearing darker and others lighter.",
T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte,page_29_top.jpg,T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte/page_29_top.jpg,"a man standing in the middle of a flooded tunnel, holding a stick in his hand. The water is visible at the bottom of the image, and there are stones scattered around the man.",
T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte,page_11_bottom.jpg,T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte/page_11_bottom.jpg,"a tunnel with a small stream running through it, surrounded by rocks and water. At the bottom of the image, there is text.",
T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte,page_38_top.jpg,T10 V Hugo Tour de Varan/doubles_images_pages/split_images/image_sans_texte/page_38_top.jpg,"two men standing in the middle of a tunnel, each holding a stick in their hands. The tunnel appears to be a culvert, with water visible at the bottom.",
T06 Robert F Garnier/une_image_page/image_sans_texte,page_17.jpg,T06 Robert F Garnier/une_image_page/image_sans_texte/page_17.jpg,"a man standing in the middle of a flooded tunnel, holding a stick in his hand. The water is visible at the bottom of the tunnel, and there is a ladder in the background.",
T06 Robert F Garnier/une_image_page/image_sans_texte,page_8.jpg,T06 Robert F Garnier/une_image_page/image_sans_texte/page_8.jpg,an old photo of a tunnel with icicles hanging from the ceiling. The walls of the tunnel are made of stone and there is water at the bottom of the image.,
T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte,page_12_bottom.jpg,T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte/page_12_bottom.jpg,"a brick wall with a small hole in it, and an object protruding from the wall.",
T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte,page_21_top.jpg,T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte/page_21_top.jpg,"a man wearing a hard hat and overalls, holding a stick in his hand, standing in front of a wall.",
T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte,page_19_bottom.jpg,T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte/page_19_bottom.jpg,"a man in a green suit standing next to a stone wall, holding a stick in his hand. The water is visible at the bottom of the image, and the wall is on the right side.",
T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte,page_15_top.jpg,T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte/page_15_top.jpg,"a basement with a brick wall and a small stream running through it. The water is visible at the bottom of the image, and there are a few pipes running along the wall.",
T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte,page_16_top.jpg,T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte/page_16_top.jpg,"a river with a large pile of trash in the middle of it, surrounded by water and a wall in the background.",
T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte,page_13_bottom.jpg,T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte/page_13_bottom.jpg,a dark tunnel with a small stream running through it. The walls of the tunnel are made of stone and there is water at the bottom of the image.,
T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte,page_25_top.jpg,T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte/page_25_top.jpg,"a brick wall with a pipe sticking out of it, surrounded by water. At the bottom of the image, there is text.",
T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte,page_22_bottom.jpg,T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte/page_22_bottom.jpg,"an old photo of a mineshaft with a ladder in the middle of it. The walls of the tunnel are visible, and there are various objects scattered around the area.",
T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte,page_7_top.jpg,T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte/page_7_top.jpg,"a close up of a wooden beam in a stone wall. The beam is made of wood and has a rough, uneven surface. The wall is made up of several stones of different sizes and colors, and the beam is securely attached to the wall.",
T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte,page_22_top.jpg,T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte/page_22_top.jpg,"a small stream running through a rocky gorge, with water flowing between the rocks.",
T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte,page_19_top.jpg,T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte/page_19_top.jpg,"a rock with a white letter 'L' on it, which appears to be a swastika.",
T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte,page_18_bottom.jpg,T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte/page_18_bottom.jpg,"a person standing in front of a wall with a bunch of hooks hanging from it. The person is wearing a light-colored shirt and dark pants, and the wall is made of stone.",
T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte,page_23_top.jpg,T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte/page_23_top.jpg,"a man wearing a helmet and overalls, holding a measuring stick in the water, with a wall in the background.",
T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte,page_15_bottom.jpg,T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte/page_15_bottom.jpg,"a man standing in a cave next to a river, holding a stick in his hand. The water is crystal clear and the rocks are visible in the background.",
T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte,page_9_bottom.jpg,T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte/page_9_bottom.jpg,"a brick wall with a lot of dirt on it, and at the bottom of the image there is some text. The wall appears to be made of brickwork, with a rough, uneven surface. The dirt is scattered across the wall, giving it a worn and aged look.",
T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte,page_16_bottom.jpg,T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte/page_16_bottom.jpg,"a river filled with lots of trash in the middle of it, surrounded by rocks. The water is visible at the bottom of the image, and the background is dark.",
T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte,page_5_top.jpg,T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte/page_5_top.jpg,"a small stream running through a cave filled with water, with a wall in the background. The water is crystal clear and the rocks are visible at the bottom of the image.",
T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte,page_10_bottom.jpg,T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte/page_10_bottom.jpg,"a stone wall with a tree growing out of it, its roots visible on the right side.",
T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte,page_4_bottom.jpg,T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte/page_4_bottom.jpg,"a river with a stone wall in the middle of it, and the water is flowing through it. On the right side of the image, there are a few objects visible, and at the top of the picture, there is some text.",
T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte,page_18_top.jpg,T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte/page_18_top.jpg,"a close up of a piece of wood hanging from a tree branch in a cave, with a rock in the background.",
T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte,page_20_bottom.jpg,T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte/page_20_bottom.jpg,"a stone wall with a small stream running through it, and the water is visible at the bottom.",
T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte,page_4_top.jpg,T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte/page_4_top.jpg,"a tunnel with a small stream running through it, surrounded by rocks and water. At the bottom of the image, there is text.",
T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte,page_7_bottom.jpg,T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte/page_7_bottom.jpg,"an old photo of a building with a window on the right side and a wall in the background. The window is framed by a metal frame, and the wall is made of stone.",
T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte,page_6_bottom.jpg,T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte/page_6_bottom.jpg,"a room with a brick wall and a window on the right side. At the bottom of the image, there is some text.",
T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte,page_21_bottom.jpg,T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte/page_21_bottom.jpg,"a man wearing a green shirt, green pants, a white helmet, and white gloves, holding a tool in his hand against a black background.",
T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte,page_13_top.jpg,T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte/page_13_top.jpg,"a man standing next to a stone in the water, with a wall on the right side and various objects in the background.",
T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte,page_12_top.jpg,T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte/page_12_top.jpg,"a brick wall with a bunch of pipes attached to it, and water flowing from one of the pipes.",
T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte,page_10_top.jpg,T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte/page_10_top.jpg,"a stone wall with a small hole in it, and at the bottom of the image there is some text. The wall appears to be made of stonework, with a rough, uneven surface and a few cracks and crevices.",
